    Fribourg_Switzerland
    46.82,7.16,610,+1
	Ibn	Idh
1350	0.00	0.00
1351	0.00	0.00
1352	0.00	0.00
1353	67.38	55.00
1354	41.97	117.00
1355	468.74	197.00
1356	602.96	163.00
1357	881.41	129.00
1358	940.28	134.00
1359	595.23	147.00
1360	451.29	141.00
1361	283.91	94.00
1362	184.56	32.00
1363	117.43	1.00
1364	0.00	0.00
1365	0.00	0.00
1366	0.00	0.00
1367	0.00	0.00
1368	0.00	0.00
1369	0.00	0.00
1370	0.00	0.00
1371	0.00	0.00
1372	0.00	0.00
1373	0.00	0.00
1374	0.00	0.00
1375	0.00	0.00
1376	0.00	0.00
1377	45.77	62.00
1378	26.16	105.00
1379	89.96	203.00
1380	532.04	213.00
1381	840.27	159.00
1382	401.18	194.00
1383	175.12	261.00
1384	220.93	242.00
1385	276.86	113.00
1386	148.27	39.00
1387	93.28	1.00
1388	0.00	0.00
1389	0.00	0.00
1390	0.00	0.00
1391	0.00	0.00
1392	0.00	0.00
1393	0.00	0.00
1394	0.00	0.00
1395	0.00	0.00
1396	0.00	0.00
1397	0.00	0.00
1398	0.00	0.00
1399	0.00	0.00
1400	0.00	12.00
1401	881.13	54.00
1402	857.00	89.00
1403	934.13	106.00
1404	780.35	153.00
1405	621.37	213.00
1406	147.06	273.00
1407	22.38	272.00
1408	8.74	194.00
1409	8.80	71.00
1410	20.68	18.00
1411	77.39	0.00
1412	0.00	0.00
1413	0.00	0.00
1414	0.00	0.00
1415	0.00	0.00
1416	0.00	0.00
1417	0.00	0.00
1418	0.00	0.00
1419	0.00	0.00
1420	0.00	0.00
1421	0.00	0.00
1422	0.00	0.00
1423	0.00	0.00
1424	0.00	0.00
1425	33.31	40.00
1426	10.77	83.00
1427	9.73	145.00
1428	7.86	223.00
1429	7.07	194.00
1430	5.20	155.00
1431	7.39	169.00
1432	6.48	108.00
1433	8.68	74.00
1434	15.15	27.00
1435	33.07	1.00
1436	0.00	0.00
1437	0.00	0.00
1438	0.00	0.00
1439	0.00	0.00
1440	0.00	0.00
1441	0.00	0.00
1442	0.00	0.00
1443	0.00	0.00
1444	0.00	0.00
1445	0.00	0.00
1446	0.00	0.00
1447	0.00	0.00
1448	0.00	0.00
1449	15.93	73.00
1450	10.56	150.00
1451	7.20	146.00
1452	3.89	140.00
1453	3.50	135.00
1454	3.44	170.00
1455	3.66	188.00
1456	4.28	125.00
1457	5.71	68.00
1458	19.74	46.00
1459	57.75	5.00
1460	0.00	0.00
1461	0.00	0.00
1462	0.00	0.00
1463	0.00	0.00
1464	0.00	0.00
1465	0.00	0.00
1466	0.00	0.00
1467	0.00	0.00
1468	0.00	0.00
1469	0.00	0.00
1470	0.00	0.00
1471	0.00	0.00
1472	0.00	0.00
1473	15.26	75.00
1474	10.35	162.00
1475	7.10	219.00
1476	5.77	176.00
1477	3.47	220.00
1478	5.11	178.00
1479	3.62	140.00
1480	4.23	104.00
1481	5.63	60.00
1482	62.74	75.00
1483	51.26	9.00
1484	0.00	0.00
1485	0.00	0.00
1486	0.00	0.00
1487	0.00	0.00
1488	0.00	0.00
1489	0.00	0.00
1490	0.00	0.00
1491	0.00	0.00
1492	0.00	0.00
1493	0.00	0.00
1494	0.00	0.00
1495	0.00	0.00
1496	0.00	0.00
1497	14.63	105.00
1498	6.77	230.00
1499	21.02	377.00
1500	13.31	427.00
1501	395.17	407.00
1502	965.18	98.00
1503	450.60	225.00
1504	152.83	221.00
1505	8.34	125.00
1506	4.72	36.00
1507	23.05	2.00
1508	0.00	0.00
1509	0.00	0.00
1510	0.00	0.00
1511	0.00	0.00
1512	0.00	0.00
1513	0.00	0.00
1514	0.00	0.00
1515	0.00	0.00
1516	0.00	0.00
1517	0.00	0.00
1518	0.00	0.00
1519	0.00	0.00
1520	0.00	0.00
1521	14.06	115.00
1522	9.96	250.00
1523	13.83	314.00
1524	609.55	202.00
1525	762.52	193.00
1526	506.71	269.00
1527	362.86	285.00
1528	317.03	207.00
1529	134.39	190.00
1530	277.38	106.00
1531	41.88	5.00
1532	0.00	0.00
1533	0.00	0.00
1534	0.00	0.00
1535	0.00	0.00
1536	0.00	0.00
1537	0.00	0.00
1538	0.00	0.00
1539	0.00	0.00
1540	0.00	0.00
1541	0.00	0.00
1542	0.00	0.00
1543	0.00	0.00
1544	0.00	0.00
1545	13.52	47.00
1546	6.52	153.00
1547	6.83	225.00
1548	7.45	231.00
1549	5.06	139.00
1550	3.32	98.00
1551	3.53	101.00
1552	2.05	76.00
1553	2.71	50.00
1554	4.53	23.00
1555	19.19	1.00
1556	0.00	0.00
1557	0.00	0.00
1558	0.00	0.00
1559	0.00	0.00
1560	0.00	0.00
1561	0.00	0.00
1562	0.00	0.00
1563	0.00	0.00
1564	0.00	0.00
1565	0.00	0.00
1566	0.00	0.00
1567	0.00	0.00
1568	0.00	0.00
1569	45.56	114.00
1570	281.61	182.00
1571	20.22	219.00
1572	36.85	253.00
1573	302.42	296.00
1574	24.64	281.00
1575	347.62	216.00
1576	284.29	160.00
1577	499.92	141.00
1578	244.07	62.00
1579	35.43	7.00
1580	0.00	0.00
1581	0.00	0.00
1582	0.00	0.00
1583	0.00	0.00
1584	0.00	0.00
1585	0.00	0.00
1586	0.00	0.00
1587	0.00	0.00
1588	0.00	0.00
1589	0.00	0.00
1590	0.00	0.00
1591	0.00	0.00
1592	0.00	15.00
1593	470.61	147.00
1594	612.76	189.00
1595	984.65	81.00
1596	1006.58	94.00
1597	990.07	95.00
1598	848.60	121.00
1599	652.72	167.00
1600	601.18	201.00
1601	234.98	161.00
1602	78.31	88.00
1603	32.90	6.00
1604	0.00	0.00
1605	0.00	0.00
1606	0.00	0.00
1607	0.00	0.00
1608	0.00	0.00
1609	0.00	0.00
1610	0.00	0.00
1611	0.00	0.00
1612	0.00	0.00
1613	0.00	0.00
1614	0.00	0.00
1615	0.00	0.00
1616	0.00	0.00
1617	24.22	140.00
1618	12.35	220.00
1619	109.50	345.00
1620	12.64	241.00
1621	11.49	220.00
1622	32.30	297.00
1623	12.01	293.00
1624	9.96	204.00
1625	54.77	155.00
1626	42.68	71.00
1627	30.72	5.00
1628	0.00	0.00
1629	0.00	0.00
1630	0.00	0.00
1631	0.00	0.00
1632	0.00	0.00
1633	0.00	0.00
1634	0.00	0.00
1635	0.00	0.00
1636	0.00	0.00
1637	0.00	0.00
1638	0.00	0.00
1639	0.00	0.00
1640	0.00	0.00
1641	5.85	53.00
1642	6.06	113.00
1643	4.33	120.00
1644	3.57	164.00
1645	1.63	126.00
1646	8.01	221.00
1647	20.42	234.00
1648	63.11	195.00
1649	213.88	127.00
1650	62.82	54.00
1651	14.41	6.00
1652	0.00	0.00
1653	0.00	0.00
1654	0.00	0.00
1655	0.00	0.00
1656	0.00	0.00
1657	0.00	0.00
1658	0.00	0.00
1659	0.00	0.00
1660	0.00	0.00
1661	0.00	0.00
1662	0.00	0.00
1663	0.00	0.00
1664	0.00	0.00
1665	11.32	60.00
1666	5.96	110.00
1667	4.27	78.00
1668	1.77	68.00
1669	3.22	78.00
1670	1.59	51.00
1671	1.69	44.00
1672	1.95	42.00
1673	5.09	78.00
1674	4.11	32.00
1675	27.14	3.00
1676	0.00	0.00
1677	0.00	0.00
1678	0.00	0.00
1679	0.00	0.00
1680	0.00	0.00
1681	0.00	0.00
1682	0.00	0.00
1683	0.00	0.00
1684	0.00	0.00
1685	0.00	0.00
1686	0.00	0.00
1687	0.00	0.00
1688	0.00	0.00
1689	10.96	74.00
1690	43.94	162.00
1691	42.21	258.00
1692	264.52	244.00
1693	91.08	231.00
1694	321.25	222.00
1695	133.82	187.00
1696	1.94	44.00
1697	7.55	59.00
1698	4.04	46.00
1699	12.83	3.00
1700	0.00	0.00
1701	0.00	0.00
1702	0.00	0.00
1703	0.00	0.00
1704	0.00	0.00
1705	0.00	0.00
1706	0.00	0.00
1707	0.00	0.00
1708	0.00	0.00
1709	0.00	0.00
1710	0.00	0.00
1711	0.00	0.00
1712	0.00	0.00
1713	15.93	77.00
1714	14.40	148.00
1715	4.17	127.00
1716	5.20	188.00
1717	6.34	235.00
1718	6.25	190.00
1719	3.32	178.00
1720	5.75	126.00
1721	7.47	97.00
1722	3.97	62.00
1723	24.32	14.00
1724	0.00	0.00
1725	0.00	0.00
1726	0.00	0.00
1727	0.00	0.00
1728	0.00	0.00
1729	0.00	0.00
1730	0.00	0.00
1731	0.00	0.00
1732	0.00	0.00
1733	0.00	0.00
1734	0.00	0.00
1735	0.00	0.00
1736	124.88	12.00
1737	545.72	148.00
1738	1039.61	56.00
1739	694.44	229.00
1740	266.31	289.00
1741	350.28	310.00
1742	836.66	133.00
1743	858.88	119.00
1744	701.20	112.00
1745	686.52	76.00
1746	370.51	36.00
1747	57.82	8.00
1748	0.00	0.00
1749	0.00	0.00
1750	0.00	0.00
1751	0.00	0.00
1752	0.00	0.00
1753	0.00	0.00
1754	0.00	0.00
1755	0.00	0.00
1756	0.00	0.00
1757	0.00	0.00
1758	0.00	0.00
1759	0.00	0.00
1760	0.00	0.00
1761	9.99	24.00
1762	5.57	59.00
1763	4.07	106.00
1764	13.62	269.00
1765	76.32	352.00
1766	73.78	345.00
1767	11.42	260.00
1768	3.77	120.00
1769	4.87	65.00
1770	7.67	41.00
1771	11.02	3.00
1772	0.00	0.00
1773	0.00	0.00
1774	0.00	0.00
1775	0.00	0.00
1776	0.00	0.00
1777	0.00	0.00
1778	0.00	0.00
1779	0.00	0.00
1780	0.00	0.00
1781	0.00	0.00
1782	0.00	0.00
1783	0.00	0.00
1784	0.00	0.00
1785	9.71	74.00
1786	150.82	159.00
1787	503.31	226.00
1788	99.47	407.00
1789	228.62	312.00
1790	565.79	249.00
1791	555.37	231.00
1792	446.19	168.00
1793	582.57	62.00
1794	399.88	76.00
1795	21.07	8.00
1796	0.00	0.00
1797	0.00	0.00
1798	0.00	0.00
1799	0.00	0.00
1800	0.00	0.00
1801	0.00	0.00
1802	0.00	0.00
1803	0.00	0.00
1804	0.00	0.00
1805	0.00	0.00
1806	0.00	0.00
1807	0.00	0.00
1808	0.00	0.00
1809	9.44	36.00
1810	2.70	72.00
1811	3.98	120.00
1812	3.34	167.00
1813	3.06	128.00
1814	4.54	111.00
1815	3.21	84.00
1816	1.85	44.00
1817	4.76	24.00
1818	7.42	17.00
1819	20.18	1.00
1820	0.00	0.00
1821	0.00	0.00
1822	0.00	0.00
1823	0.00	0.00
1824	0.00	0.00
1825	0.00	0.00
1826	0.00	0.00
1827	0.00	0.00
1828	0.00	0.00
1829	0.00	0.00
1830	0.00	0.00
1831	0.00	0.00
1832	0.00	0.00
1833	9.18	88.00
1834	5.31	104.00
1835	3.94	117.00
1836	3.31	126.00
1837	4.56	150.00
1838	3.00	168.00
1839	4.78	152.00
1840	5.51	131.00
1841	2.36	84.00
1842	7.31	34.00
1843	19.36	3.00
1844	0.00	0.00
1845	0.00	0.00
1846	0.00	0.00
1847	0.00	0.00
1848	0.00	0.00
1849	0.00	0.00
1850	0.00	0.00
1851	0.00	0.00
1852	0.00	0.00
1853	0.00	0.00
1854	0.00	0.00
1855	0.00	0.00
1856	0.00	0.00
1857	8.94	81.00
1858	5.23	165.00
1859	3.89	181.00
1860	4.92	155.00
1861	9.05	248.00
1862	7.45	190.00
1863	14.24	129.00
1864	5.46	124.00
1865	7.00	95.00
1866	14.39	107.00
1867	18.61	17.00
1868	0.00	0.00
1869	0.00	0.00
1870	0.00	0.00
1871	0.00	0.00
1872	0.00	0.00
1873	0.00	0.00
1874	0.00	0.00
1875	0.00	0.00
1876	0.00	0.00
1877	0.00	0.00
1878	0.00	0.00
1879	0.00	0.00
1880	0.00	0.00
1881	13.07	94.00
1882	10.31	146.00
1883	5.78	146.00
1884	8.13	188.00
1885	37.40	276.00
1886	5.92	177.00
1887	6.28	233.00
1888	79.41	257.00
1889	258.62	133.00
1890	269.36	68.00
1891	26.88	6.00
1892	0.00	0.00
1893	0.00	0.00
1894	0.00	0.00
1895	0.00	0.00
1896	0.00	0.00
1897	0.00	0.00
1898	0.00	0.00
1899	0.00	0.00
1900	0.00	0.00
1901	0.00	0.00
1902	0.00	0.00
1903	0.00	0.00
1904	0.00	0.00
1905	38.22	147.00
1906	12.70	172.00
1907	5.71	142.00
1908	9.67	208.00
1909	16.33	226.00
1910	261.42	279.00
1911	95.07	250.00
1912	179.03	200.00
1913	205.76	141.00
1914	157.15	81.00
1915	103.68	16.00
1916	0.00	0.00
1917	0.00	0.00
1918	0.00	0.00
1919	0.00	0.00
1920	0.00	0.00
1921	0.00	0.00
1922	0.00	0.00
1923	0.00	0.00
1924	0.00	0.00
1925	0.00	0.00
1926	0.00	0.00
1927	0.00	0.00
1928	462.14	91.00
1929	650.49	159.00
1930	1001.32	83.00
1931	695.37	212.00
1932	912.21	146.00
1933	608.36	344.00
1934	414.10	415.00
1935	256.84	385.00
1936	46.18	201.00
1937	6.79	142.00
1938	3.44	60.00
1939	16.69	8.00
1940	0.00	0.00
1941	0.00	0.00
1942	0.00	0.00
1943	0.00	0.00
1944	0.00	0.00
1945	0.00	0.00
1946	0.00	0.00
1947	0.00	0.00
1948	0.00	0.00
1949	0.00	0.00
1950	0.00	0.00
1951	0.00	0.00
1952	178.03	97.00
1953	618.84	108.00
1954	212.23	199.00
1955	91.38	274.00
1956	719.13	236.00
1957	845.02	160.00
1958	812.20	188.00
1959	639.04	151.00
1960	664.32	153.00
1961	475.36	183.00
1962	390.24	94.00
1963	96.81	21.00
1964	0.00	0.00
1965	0.00	0.00
1966	0.00	0.00
1967	0.00	0.00
1968	0.00	0.00
1969	0.00	0.00
1970	0.00	0.00
1971	0.00	0.00
1972	0.00	0.00
1973	0.00	0.00
1974	0.00	0.00
1975	0.00	0.00
1976	747.19	69.00
1977	944.29	82.00
1978	995.23	82.00
1979	1028.08	79.00
1980	1039.81	80.00
1981	1012.91	86.00
1982	973.31	93.00
1983	878.60	106.00
1984	430.14	165.00
1985	384.26	92.00
1986	438.39	61.00
1987	46.87	19.00
1988	0.00	0.00
1989	0.00	0.00
1990	0.00	0.00
1991	0.00	0.00
1992	0.00	0.00
1993	0.00	0.00
1994	0.00	0.00
1995	0.00	0.00
1996	0.00	0.00
1997	0.00	0.00
1998	0.00	0.00
1999	0.00	0.00
2000	435.82	115.00
2001	84.96	194.00
2002	187.20	299.00
2003	752.78	242.00
2004	66.98	423.00
2005	845.63	162.00
2006	801.00	238.00
2007	15.15	269.00
2008	15.62	202.00
2009	48.41	178.00
2010	23.11	101.00
2011	7.57	22.00
2012	0.00	0.00
2013	0.00	0.00
2014	0.00	0.00
2015	0.00	0.00
2016	0.00	0.00
2017	0.00	0.00
2018	0.00	0.00
2019	0.00	0.00
2020	0.00	0.00
2021	0.00	0.00
2022	0.00	0.00
2023	0.00	0.00
2024	275.26	69.00
2025	264.36	103.00
2026	717.40	190.00
2027	850.22	159.00
2028	352.28	248.00
2029	10.01	206.00
2030	4.25	196.00
2031	3.01	305.00
2032	5.17	260.00
2033	4.36	158.00
2034	6.51	53.00
2035	14.69	10.00
2036	0.00	0.00
2037	0.00	0.00
2038	0.00	0.00
2039	0.00	0.00
2040	0.00	0.00
2041	0.00	0.00
2042	0.00	0.00
2043	0.00	0.00
2044	0.00	0.00
2045	0.00	0.00
2046	0.00	0.00
2047	0.00	0.00
2048	20.67	29.00
2049	40.65	96.00
2050	67.75	214.00
2051	170.17	329.00
2052	171.66	363.00
2053	36.92	359.00
2054	43.67	327.00
2055	4.48	244.00
2056	3.42	103.00
2057	4.32	69.00
2058	3.21	39.00
2059	14.27	12.00
2060	0.00	0.00
2061	0.00	0.00
2062	0.00	0.00
2063	0.00	0.00
2064	0.00	0.00
2065	0.00	0.00
2066	0.00	0.00
2067	0.00	0.00
2068	0.00	0.00
2069	0.00	0.00
2070	0.00	0.00
2071	0.00	0.00
2072	9.74	45.00
2073	7.24	114.00
2074	11.53	228.00
2075	5.32	268.00
2076	3.04	260.00
2077	4.23	269.00
2078	20.99	304.00
2079	44.53	332.00
2080	6.79	210.00
2081	4.28	116.00
2082	3.17	53.00
2083	6.94	14.00
2084	0.00	0.00
2085	0.00	0.00
2086	0.00	0.00
2087	0.00	0.00
2088	0.00	0.00
2089	0.00	0.00
2090	0.00	0.00
2091	0.00	0.00
2092	0.00	0.00
2093	0.00	0.00
2094	0.00	0.00
2095	0.00	0.00
2096	9.21	17.00
2097	7.09	46.00
2098	9.11	173.00
2099	33.39	257.00
2100	6.04	206.00
2101	2.80	101.00
2102	2.78	154.00
2103	4.42	104.00
2104	8.43	188.00
2105	16.99	131.00
2106	12.54	66.00
2107	54.01	20.00
2108	0.00	0.00
2109	0.00	0.00
2110	0.00	0.00
2111	0.00	0.00
2112	0.00	0.00
2113	0.00	0.00
2114	0.00	0.00
2115	0.00	0.00
2116	0.00	0.00
2117	0.00	0.00
2118	0.00	0.00
2119	0.00	0.00
2120	26.23	90.00
2121	3.47	150.00
2122	4.50	176.00
2123	69.64	344.00
2124	826.54	217.00
2125	392.33	378.00
2126	353.71	320.00
2127	7.33	168.00
2128	1.67	46.00
2129	4.21	28.00
2130	6.19	9.00
2131	13.15	3.00
2132	0.00	0.00
2133	0.00	0.00
2134	0.00	0.00
2135	0.00	0.00
2136	0.00	0.00
2137	0.00	0.00
2138	0.00	0.00
2139	0.00	0.00
2140	0.00	0.00
2141	0.00	0.00
2142	0.00	0.00
2143	0.00	0.00
2144	8.32	59.00
2145	6.81	90.00
2146	4.44	208.00
2147	94.88	322.00
2148	17.83	359.00
2149	9.67	237.00
2150	6.87	243.00
2151	11.65	244.00
2152	16.62	259.00
2153	45.93	171.00
2154	107.04	126.00
2155	12.82	28.00
2156	0.00	0.00
2157	0.00	0.00
2158	0.00	0.00
2159	0.00	0.00
2160	0.00	0.00
2161	0.00	0.00
2162	0.00	0.00
2163	0.00	0.00
2164	0.00	0.00
2165	0.00	0.00
2166	0.00	0.00
2167	0.00	0.00
2168	166.60	86.00
2169	56.80	128.00
2170	127.24	271.00
2171	53.00	331.00
2172	17.70	335.00
2173	74.14	354.00
2174	10.92	155.00
2175	233.00	347.00
2176	108.95	244.00
2177	265.04	151.00
2178	81.60	53.00
2179	137.54	22.00
2180	0.00	0.00
2181	0.00	0.00
2182	0.00	0.00
2183	0.00	0.00
2184	0.00	0.00
2185	0.00	0.00
2186	0.00	0.00
2187	0.00	0.00
2188	0.00	0.00
2189	0.00	0.00
2190	0.00	0.00
2191	0.00	0.00
2192	675.04	89.00
2193	668.99	158.00
2194	600.53	206.00
2195	481.23	303.00
2196	344.15	352.00
2197	218.28	423.00
2198	78.67	431.00
2199	5.75	246.00
2200	41.00	267.00
2201	51.35	226.00
2202	8.96	85.00
2203	6.10	20.00
2204	0.00	0.00
2205	0.00	0.00
2206	0.00	0.00
2207	0.00	0.00
2208	0.00	0.00
2209	0.00	0.00
2210	0.00	0.00
2211	0.00	0.00
2212	0.00	0.00
2213	0.00	0.00
2214	0.00	0.00
2215	0.00	0.00
2216	21.80	61.00
2217	25.76	140.00
2218	150.00	264.00
2219	618.16	228.00
2220	847.71	185.00
2221	403.99	327.00
2222	18.88	263.00
2223	14.30	165.00
2224	247.63	220.00
2225	4.08	83.00
2226	88.59	102.00
2227	17.88	41.00
2228	0.00	0.00
2229	0.00	0.00
2230	0.00	0.00
2231	0.00	0.00
2232	0.00	0.00
2233	0.00	0.00
2234	0.00	0.00
2235	0.00	0.00
2236	0.00	0.00
2237	0.00	0.00
2238	0.00	0.00
2239	0.00	0.00
2240	816.26	45.00
2241	993.32	67.00
2242	983.02	78.00
2243	1007.63	83.00
2244	850.44	152.00
2245	48.50	235.00
2246	2.68	80.00
2247	2.84	36.00
2248	3.24	52.00
2249	4.04	10.00
2250	5.84	22.00
2251	11.65	14.00
2252	0.00	0.00
2253	0.00	0.00
2254	0.00	0.00
2255	0.00	0.00
2256	0.00	0.00
2257	0.00	0.00
2258	0.00	0.00
2259	0.00	0.00
2260	0.00	0.00
2261	0.00	0.00
2262	0.00	0.00
2263	0.00	4.00
2264	261.69	71.00
2265	6.22	80.00
2266	127.80	331.00
2267	269.21	377.00
2268	258.11	357.00
2269	578.51	268.00
2270	558.50	294.00
2271	416.92	229.00
2272	83.64	191.00
2273	481.47	179.00
2274	514.05	59.00
2275	188.07	25.00
2276	0.00	0.00
2277	0.00	0.00
2278	0.00	0.00
2279	0.00	0.00
2280	0.00	0.00
2281	0.00	0.00
2282	0.00	0.00
2283	0.00	0.00
2284	0.00	0.00
2285	0.00	0.00
2286	0.00	0.00
2287	0.00	51.00
2288	633.53	92.00
2289	871.25	84.00
2290	891.05	105.00
2291	1013.95	80.00
2292	1029.75	78.00
2293	1013.02	85.00
2294	988.79	82.00
2295	916.24	84.00
2296	813.63	74.00
2297	738.65	68.00
2298	537.07	50.00
2299	184.06	26.00
2300	0.00	0.00
2301	0.00	0.00
2302	0.00	0.00
2303	0.00	0.00
2304	0.00	0.00
2305	0.00	0.00
2306	0.00	0.00
2307	0.00	0.00
2308	0.00	0.00
2309	0.00	0.00
2310	0.00	0.00
2311	0.00	43.00
2312	761.04	77.00
2313	508.19	186.00
2314	395.66	247.00
2315	796.19	188.00
2316	827.69	217.00
2317	832.41	202.00
2318	848.89	170.00
2319	715.50	195.00
2320	490.92	201.00
2321	250.97	192.00
2322	141.32	133.00
2323	81.92	50.00
2324	0.00	0.00
2325	0.00	0.00
2326	0.00	0.00
2327	0.00	0.00
2328	0.00	0.00
2329	0.00	0.00
2330	0.00	0.00
2331	0.00	0.00
2332	0.00	0.00
2333	0.00	0.00
2334	0.00	0.00
2335	0.00	39.00
2336	108.51	134.00
2337	186.43	245.00
2338	470.65	261.00
2339	604.52	273.00
2340	702.83	254.00
2341	717.11	254.00
2342	701.40	244.00
2343	557.32	253.00
2344	140.55	320.00
2345	37.27	225.00
2346	2.80	73.00
2347	5.35	29.00
2348	0.00	0.00
2349	0.00	0.00
2350	0.00	0.00
2351	0.00	0.00
2352	0.00	0.00
2353	0.00	0.00
2354	0.00	0.00
2355	0.00	0.00
2356	0.00	0.00
2357	0.00	0.00
2358	0.00	0.00
2359	0.00	27.00
2360	151.68	113.00
2361	64.09	206.00
2362	678.66	178.00
2363	890.97	160.00
2364	769.58	188.00
2365	163.55	389.00
2366	6.52	236.00
2367	4.15	170.00
2368	20.41	191.00
2369	75.96	249.00
2370	8.31	113.00
2371	5.24	37.00
2372	0.00	0.00
2373	0.00	0.00
2374	0.00	0.00
2375	0.00	0.00
2376	0.00	0.00
2377	0.00	0.00
2378	0.00	0.00
2379	0.00	0.00
2380	0.00	0.00
2381	0.00	0.00
2382	0.00	0.00
2383	0.00	17.00
2384	73.49	100.00
2385	378.71	244.00
2386	55.66	297.00
2387	4.76	45.00
2388	2.78	69.00
2389	2.60	108.00
2390	3.89	213.00
2391	4.13	138.00
2392	70.24	334.00
2393	576.30	123.00
2394	594.72	43.00
2395	226.32	25.00
2396	0.00	0.00
2397	0.00	0.00
2398	0.00	0.00
2399	0.00	0.00
2400	0.00	0.00
2401	0.00	0.00
2402	0.00	0.00
2403	0.00	0.00
2404	0.00	0.00
2405	0.00	0.00
2406	0.00	0.00
2407	185.44	66.00
2408	795.25	125.00
2409	831.02	221.00
2410	486.16	266.00
2411	628.70	256.00
2412	546.27	326.00
2413	185.06	458.00
2414	90.34	399.00
2415	16.42	343.00
2416	3.10	211.00
2417	1.92	106.00
2418	2.71	37.00
2419	5.05	12.00
2420	0.00	0.00
2421	0.00	0.00
2422	0.00	0.00
2423	0.00	0.00
2424	0.00	0.00
2425	0.00	0.00
2426	0.00	0.00
2427	0.00	0.00
2428	0.00	0.00
2429	0.00	0.00
2430	0.00	0.00
2431	365.71	52.00
2432	474.12	43.00
2433	858.05	90.00
2434	957.15	124.00
2435	874.40	185.00
2436	906.35	185.00
2437	395.18	315.00
2438	740.97	222.00
2439	696.83	187.00
2440	100.31	257.00
2441	394.82	175.00
2442	139.74	89.00
2443	9.91	35.00
2444	0.00	0.00
2445	0.00	0.00
2446	0.00	0.00
2447	0.00	0.00
2448	0.00	0.00
2449	0.00	0.00
2450	0.00	0.00
2451	0.00	0.00
2452	0.00	0.00
2453	0.00	0.00
2454	0.00	0.00
2455	121.69	29.00
2456	792.55	59.00
2457	1002.56	69.00
2458	919.20	77.00
2459	992.41	79.00
2460	1026.42	89.00
2461	916.87	148.00
2462	741.15	252.00
2463	104.27	340.00
2464	313.09	192.00
2465	36.00	174.00
2466	7.98	107.00
2467	9.73	39.00
2468	0.00	0.00
2469	0.00	0.00
2470	0.00	0.00
2471	0.00	0.00
2472	0.00	0.00
2473	0.00	0.00
2474	0.00	0.00
2475	0.00	0.00
2476	0.00	0.00
2477	0.00	0.00
2478	0.00	0.00
2479	319.86	67.00
2480	529.44	106.00
2481	585.18	186.00
2482	771.09	152.00
2483	886.79	148.00
2484	853.81	202.00
2485	225.50	470.00
2486	376.42	420.00
2487	144.19	409.00
2488	195.39	340.00
2489	261.60	266.00
2490	253.12	169.00
2491	76.48	73.00
2492	0.00	0.00
2493	0.00	0.00
2494	0.00	0.00
2495	0.00	0.00
2496	0.00	0.00
2497	0.00	0.00
2498	0.00	0.00
2499	0.00	0.00
2500	0.00	0.00
2501	0.00	0.00
2502	0.00	0.00
2503	183.27	23.00
2504	643.61	71.00
2505	820.62	118.00
2506	771.76	148.00
2507	502.40	210.00
2508	482.44	267.00
2509	101.41	278.00
2510	24.05	318.00
2511	262.85	365.00
2512	154.88	234.00
2513	198.19	162.00
2514	54.86	80.00
2515	14.09	25.00
2516	0.00	0.00
2517	0.00	0.00
2518	0.00	0.00
2519	0.00	0.00
2520	0.00	0.00
2521	0.00	0.00
2522	0.00	0.00
2523	0.00	0.00
2524	0.00	0.00
2525	0.00	0.00
2526	0.00	0.00
2527	61.30	44.00
2528	9.58	104.00
2529	5.28	197.00
2530	1.88	270.00
2531	4.56	313.00
2532	121.95	377.00
2533	336.80	441.00
2534	333.85	396.00
2535	29.36	335.00
2536	22.66	287.00
2537	7.43	178.00
2538	15.53	104.00
2539	13.86	36.00
2540	0.00	0.00
2541	0.00	0.00
2542	0.00	0.00
2543	0.00	0.00
2544	0.00	0.00
2545	0.00	0.00
2546	0.00	0.00
2547	0.00	0.00
2548	0.00	0.00
2549	0.00	0.00
2550	0.00	0.00
2551	606.67	60.00
2552	865.32	71.00
2553	963.81	73.00
2554	963.43	84.00
2555	987.03	91.00
2556	886.39	115.00
2557	957.87	150.00
2558	647.11	184.00
2559	817.09	133.00
2560	698.77	105.00
2561	520.61	101.00
2562	379.71	70.00
2563	163.56	44.00
2564	0.00	0.00
2565	0.00	0.00
2566	0.00	0.00
2567	0.00	0.00
2568	0.00	0.00
2569	0.00	0.00
2570	0.00	0.00
2571	0.00	0.00
2572	0.00	0.00
2573	0.00	0.00
2574	0.00	0.00
2575	996.74	51.00
2576	845.43	86.00
2577	1011.10	66.00
2578	997.87	79.00
2579	1013.77	84.00
2580	1022.24	84.00
2581	992.11	98.00
2582	961.35	99.00
2583	882.15	103.00
2584	765.53	99.00
2585	693.52	90.00
2586	531.51	65.00
2587	205.64	38.00
2588	0.00	0.00
2589	0.00	0.00
2590	0.00	0.00
2591	0.00	0.00
2592	0.00	0.00
2593	0.00	0.00
2594	0.00	0.00
2595	0.00	0.00
2596	0.00	0.00
2597	0.00	0.00
2598	0.00	0.00
2599	227.70	51.00
2600	875.82	71.00
2601	968.45	74.00
2602	965.89	87.00
2603	982.07	93.00
2604	999.80	90.00
2605	978.85	99.00
2606	960.89	97.00
2607	871.64	103.00
2608	784.06	90.00
2609	738.54	77.00
2610	587.44	57.00
2611	255.22	37.00
2612	0.00	0.00
2613	0.00	0.00
2614	0.00	0.00
2615	0.00	0.00
2616	0.00	0.00
2617	0.00	0.00
